Shift,Incident,Machine,Area / Cause,Reason / Fault,Time (minutes),Comments,Line No,status,Year,Month,Day,Hour,DayOfWeek,IsWeekend,Lag1_Time,Lag2_Time,Failure,time_between_failure,time_between_failure_minutes
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,3,16,15,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,10,9,7,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,12,2,2,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,5,23,9,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,4,7,18,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,8,2,13,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,6,12,5,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2024,1,5,11,4,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,4,23,22,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,11,6,9,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2024,4,11,14,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,9,3,16,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,9,4,21,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,1,18,2,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,9,30,7,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,9,4,11,6,True,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2023,12,28,20,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,10,29,8,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,3,9,10,2,False,,,0,,
Strongbow/Yellow,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,15.0,pallet jammed in lift,17.0,Short Stop,2024,4,5,4,4,False,,,1,986 days 05:07:00,1420147.0
Fosters/Green,no failure,De-palletiser,Full Pallet lift,Jammed pallet,15.0,pallet jammed in lift,17.0,Short Stop,2021,11,23,23,1,False,15.0,,0,,
Fosters/Green,no failure,De-palletiser,Full Pallet lift,Jammed pallet,15.0,pallet jammed in lift,18.0,Short Stop,2023,11,5,23,6,True,15.0,15.0,0,,
Strongbow/Yellow,no failure,De-palletiser,Full Pallet lift,Jammed pallet,15.0,pallet jammed in lift,17.0,Short Stop,2022,7,6,7,2,False,15.0,15.0,0,,
Strongbow/Yellow,no failure,De-palletiser,Full Pallet lift,Jammed pallet,15.0,pallet jammed in lift,17.0,Short Stop,2021,11,23,7,1,False,15.0,15.0,0,,
Fosters/Green,no failure,De-palletiser,Full Pallet lift,Jammed pallet,15.0,pallet jammed in lift,18.0,Short Stop,2023,10,6,14,4,False,15.0,15.0,0,,
John Smiths/Pink,no failure,De-palletiser,Full Pallet lift,Jammed pallet,15.0,pallet jammed in lift,17.0,Short Stop,2022,4,20,11,2,False,15.0,15.0,0,,
Heineken/Orange,no failure,De-palletiser,Full Pallet lift,Jammed pallet,15.0,pallet jammed in lift,18.0,Short Stop,2023,1,29,22,6,True,15.0,15.0,0,,
Heineken/Orange,no failure,De-palletiser,Full Pallet lift,Jammed pallet,15.0,pallet jammed in lift,17.0,Short Stop,2024,3,16,8,5,True,15.0,15.0,0,,
John Smiths/Pink,no failure,De-palletiser,Full Pallet lift,Jammed pallet,15.0,pallet jammed in lift,17.0,Short Stop,2023,11,23,19,3,False,15.0,15.0,0,,
Fosters/Green,no failure,De-palletiser,Full Pallet lift,Jammed pallet,15.0,pallet jammed in lift,17.0,Short Stop,2022,12,31,17,5,True,15.0,15.0,0,,
Heineken/Orange,no failure,De-palletiser,Full Pallet lift,Jammed pallet,15.0,pallet jammed in lift,17.0,Short Stop,2024,3,16,7,5,True,15.0,15.0,0,,
Heineken/Orange,no failure,De-palletiser,Full Pallet lift,Jammed pallet,15.0,pallet jammed in lift,17.0,Short Stop,2023,11,11,15,5,True,15.0,15.0,0,,
Heineken/Orange,no failure,De-palletiser,Full Pallet lift,Jammed pallet,15.0,pallet jammed in lift,17.0,Short Stop,2022,4,29,23,4,False,15.0,15.0,0,,
Fosters/Green,no failure,De-palletiser,Full Pallet lift,Jammed pallet,15.0,pallet jammed in lift,17.0,Short Stop,2022,2,28,7,0,False,15.0,15.0,0,,
Fosters/Green,no failure,De-palletiser,Full Pallet lift,Jammed pallet,15.0,pallet jammed in lift,18.0,Short Stop,2023,7,16,13,6,True,15.0,15.0,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,18.0,,2024,3,23,21,5,True,15.0,15.0,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,11,21,19,1,False,,15.0,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2024,1,18,15,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,10,8,6,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,7,6,13,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,10,5,21,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,8,5,10,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,2,25,17,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,8,11,3,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,11,19,9,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,11,28,12,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,4,3,12,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,9,22,7,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,7,29,10,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,3,28,15,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,11,26,9,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,8,28,23,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,10,27,7,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,5,25,13,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,9,4,9,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,6,12,3,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,8,25,2,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,3,17,1,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,7,28,16,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,4,14,22,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,11,29,5,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,5,25,1,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,10,20,19,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,2,7,10,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,5,5,15,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,9,6,7,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,12,22,5,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,9,11,12,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,6,28,0,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,5,21,15,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,1,3,20,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,8,22,8,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,9,11,17,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,7,28,3,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,12,11,0,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,9,22,5,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,3,6,14,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,7,19,4,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,12,8,16,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,4,1,1,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,6,13,9,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,10,18,12,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,5,27,2,5,True,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,3,14,13,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,7,27,9,2,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,18.0,,2024,4,23,7,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,2,6,11,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,5,20,13,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,6,15,3,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,12,28,16,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,12,31,21,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,7,11,22,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,8,26,18,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,4,12,20,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,3,9,0,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,4,11,11,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,9,4,16,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,9,17,13,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,5,13,8,5,True,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,3,17,18,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,7,20,12,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,12,14,12,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,4,5,0,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2024,1,16,7,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,2,7,1,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,3,18,21,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,11,18,16,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,11,22,12,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,6,2,1,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,5,28,8,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,7,7,6,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,10,4,6,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,6,24,12,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,9,9,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,10,24,22,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,5,23,20,6,True,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,27,4,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,10,30,2,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,1,31,5,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,1,11,11,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,8,7,12,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,12,5,10,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,9,5,6,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,4,24,23,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2024,1,11,10,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,8,1,10,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,3,7,7,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,1,1,13,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,4,13,13,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,2,1,6,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,7,30,15,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,6,20,17,0,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,4,8,8,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,8,30,9,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,12,6,3,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,12,20,20,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,5,24,5,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,5,8,7,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,5,23,19,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,12,18,0,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,3,2,14,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,12,6,6,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,11,27,2,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,4,17,4,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,12,8,17,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,11,17,3,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,6,28,7,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,9,15,2,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,4,18,2,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,7,21,21,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,8,23,4,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,10,18,13,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,3,10,10,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,17,9,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,9,15,14,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,3,13,3,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,5,25,8,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,7,13,16,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,10,23,4,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,9,3,7,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,8,20,21,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,9,4,22,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,1,11,20,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,9,20,23,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,8,28,8,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,4,16,22,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,6,17,3,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,12,30,3,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2024,2,19,15,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,6,24,7,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,9,11,20,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,7,15,13,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,8,15,23,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,2,10,14,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,8,26,20,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,3,29,5,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,5,15,7,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,5,31,3,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,7,18,9,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,7,22,10,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,8,18,10,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,5,22,8,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,6,21,1,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,10,13,17,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,12,25,22,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,1,29,18,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,8,8,2,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,6,17,3,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,10,24,19,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,10,18,6,2,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,4,8,3,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,10,3,22,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,2,5,17,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,5,23,23,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,7,20,5,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,5,4,18,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,3,7,7,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,2,13,7,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,2,9,22,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,8,4,5,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,1,11,14,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,7,10,15,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,5,9,5,0,False,,,0,,
Heineken/Orange,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,7.0,,18.0,Short Stop,2021,10,21,5,3,False,,,1,-897 days +01:34:00,-1291586.0
Strongbow/Yellow,no failure,De-palletiser,Full Pallet lift,Jammed pallet,7.0,,17.0,Short Stop,2023,1,18,8,2,False,7.0,,0,,
Fosters/Green,no failure,De-palletiser,Full Pallet lift,Jammed pallet,7.0,,18.0,Short Stop,2023,7,23,11,6,True,7.0,7.0,0,,
Fosters/Green,no failure,De-palletiser,Full Pallet lift,Jammed pallet,7.0,,18.0,Short Stop,2022,3,6,13,6,True,7.0,7.0,0,,
John Smiths/Pink,no failure,De-palletiser,Full Pallet lift,Jammed pallet,7.0,,17.0,Short Stop,2022,6,1,9,2,False,7.0,7.0,0,,
John Smiths/Pink,no failure,De-palletiser,Full Pallet lift,Jammed pallet,7.0,,18.0,Short Stop,2021,5,4,11,1,False,7.0,7.0,0,,
Fosters/Green,no failure,De-palletiser,Full Pallet lift,Jammed pallet,7.0,,17.0,Short Stop,2021,10,30,17,5,True,7.0,7.0,0,,
Heineken/Orange,no failure,De-palletiser,Full Pallet lift,Jammed pallet,7.0,,18.0,Short Stop,2023,10,3,0,1,False,7.0,7.0,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,8,15,15,1,False,7.0,7.0,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,5,15,1,5,True,,7.0,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,7,2,19,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,11,6,10,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,3,16,14,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,5,21,20,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,1,5,5,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,11,20,13,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,8,8,15,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,2,3,2,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,3,24,15,3,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,18.0,,2024,4,23,3,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,10,16,4,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,5,12,15,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,6,2,19,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,8,31,22,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,3,13,20,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,3,2,20,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,7,29,14,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2024,3,18,3,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,11,15,4,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,3,10,20,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,6,16,14,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,2,5,8,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,5,5,19,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,8,31,19,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,3,2,6,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,7,23,16,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,7,29,0,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,8,10,20,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,6,29,23,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,3,21,11,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,9,24,8,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,8,20,13,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,11,18,5,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,12,22,18,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,1,28,20,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,9,25,22,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,11,2,16,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,2,24,7,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,3,13,15,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,10,5,0,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,10,24,11,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,4,14,12,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,8,24,17,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,7,11,8,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,7,31,12,0,False,,,0,,
