,Incident,Machine,Area / Cause,Reason / Fault,Time (minutes),Comments,Line No,MachineStopType,Shift_Fosters/Green,Shift_Heineken/Orange,Shift_John Smiths/Pink,Shift_John Smiths/Yellow,Shift_Strongbow/Yellow,Year,Month,Day,Hour,DayOfWeek,IsWeekend,Comments_cleaned,corrected_text,uncorrectable_words,lemmatized
876,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,2.0,"Damaged cans coming through scroll. Stopped filler before crash, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,11,13,1,False,damaged cans coming scroll stopped filler crash removed damaged cans restarted,damaged cans coming scroll stopped filler crash removed damaged cans restarted,{},damage can come scroll stop filler crash remove damage can restart
877,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,14.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,11,14,1,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
878,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,12.0,Damaged cans coming through scroll. Stopped filler removed damaged cans and restarted.,17,Short Stop,False,False,True,False,False,2022,1,11,17,1,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
879,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,3.0,"Damaged cans go through scrollo. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,11,17,1,False,damaged cans go scrollo stopped filler removed damaged cans restarted,damaged cans go scroll stopped filler removed damaged cans restarted,{},damage can scroll stop filler remove damaged can restart
880,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,3.0,"Damaged cans come through scroll. Stopped filler, Removed cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,11,18,1,False,damaged cans come scroll stopped filler removed cans restarted,damaged cans come scroll stopped filler removed cans restarted,{},damage can come scroll stop filler remove can restart
881,Machine Stop,Filler,Bowl pressure,Pressure Control,3.0,drop in pressure,17,Short Stop,True,False,False,False,False,2022,1,11,23,1,False,drop pressure,drop pressure,{},drop pressure
882,Machine Stop,Filler,Lubrication issues,Fault not listed,6.0,"no water to green rollers,filler alarmed,water lubrication system went into alarm,crafts turned by pass on to clear alarm,ok now spraying again",17,Short Stop,True,False,False,False,False,2022,1,11,23,1,False,water green rollers filler alarmed water lubrication system went alarm crafts turned pass clear alarm ok spraying,water green rollers filler alarmed water lubrication system went alarm crafts turned pass clear alarm ok spraying,{},water green roller filler alarmed water lubrication system go alarm craft turn pass clear alarm ok spray
883,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,4.0,damaged cans,17,Short Stop,True,False,False,False,False,2022,1,11,23,1,False,damaged cans,damaged cans,{},damage can
884,Machine Stop,Filler,Bowl pressure,Pressure Control,3.0,drop in pressure,17,Short Stop,True,False,False,False,False,2022,1,12,3,2,False,drop pressure,drop pressure,{},drop pressure
885,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,12.0,"damaged cans jammed in scroll,removed damaged cans",17,Breakdown,True,False,False,False,False,2022,1,12,4,2,False,damaged cans jammed scroll removed damaged cans,damaged cans jammed scroll removed damaged cans,{},damage can jam scroll remove damaged can
886,Machine Stop,Filler,In-feed scroll,Fault not listed,8.0,"due to can damage in scroll throughout night,entered filler to remove cans on floor",17,Breakdown,True,False,False,False,False,2022,1,12,5,2,False,due damage scroll throughout night entered filler remove cans floor,due damage scroll throughout night entered filler remove cans floor,{},damage scroll night enter filler remove can floor
888,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,3.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,7,2,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
889,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,2.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,7,2,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
890,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,3.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,7,2,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
891,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,3.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,8,2,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
893,Machine Stop,Filler,PILZ system,Full safety circuit tripped,2.0,"E-Stop Fault, Reset and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,9,2,False,e stop fault reset restarted,e stop fault reset restarted,{},e stop fault reset restart
894,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,2.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,9,2,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
895,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,2.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,9,2,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
896,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,2.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,10,2,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
897,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,2.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,10,2,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
898,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,3.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,11,2,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
899,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,3.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,11,2,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
900,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,2.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,15,2,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
901,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,2.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,15,2,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
902,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,2.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,16,2,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
903,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,2.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,17,2,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
904,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,3.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,17,2,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
905,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,2.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,17,2,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
906,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,3.0,"Damaged cans coming through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,12,18,2,False,damaged cans coming scroll stopped filler removed damaged cans restarted,damaged cans coming scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
907,Machine Stop,Filler,In-feed scroll,Cans jammed,5.0,can damage,17,Short Stop,True,False,False,False,False,2022,1,12,23,2,False,damage,damage,{},damage
908,Machine Stop,Filler,In-feed scroll,Cans jammed,5.0,can damage,17,Short Stop,True,False,False,False,False,2022,1,12,23,2,False,damage,damage,{},damage
913,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,5.0,multiple cans damaged on infeed scroll,17,Short Stop,False,True,False,False,False,2022,1,13,7,3,False,multiple cans damaged infeed scroll,multiple cans damaged infeed scroll,{},multiple can damage infeed scroll
914,Machine Stop,Filler,Filling heads,Underfilling Head (Fibre Washer),4.0,non filling head causing empty can to fall and jam at heuft operator called crafts unable to identify which head,17,Short Stop,False,True,False,False,False,2022,1,13,10,3,False,non filling head causing empty fall jam heuft operator called crafts unable identify head,non filling head causing empty fall jam heft operator called crafts unable identify head,{},non filling head cause fall jam heft operator call craft unable identify head
915,Machine Stop,Filler,Filling heads,Underfilling Head (Fibre Washer),4.0,non filling head causing jams on heuft,17,Short Stop,False,True,False,False,False,2022,1,13,11,3,False,non filling head causing jams heuft,non filling head causing jams heft,{},non fill head cause jam heft
916,Machine Stop,Filler,Filling heads,Underfilling Head (Fibre Washer),5.0,non filling head jamming at heuft,17,Short Stop,False,True,False,False,False,2022,1,13,11,3,False,non filling head jamming heuft,non filling head jamming heft,{},non fill head jam heft
917,Machine Stop,Filler,Filling heads,Underfilling Head (Fibre Washer),6.0,non filling head causing crash on outfeed,17,Short Stop,False,True,False,False,False,2022,1,13,11,3,False,non filling head causing crash outfeed,non filling head causing crash outed,{},non filling head cause crash out
918,Machine Stop,Filler,In-feed scroll,In-feed scroll out of alignment,14.0,craft adjusted position of infeed scroll sensor,17,Breakdown,False,True,False,False,False,2022,1,13,13,3,False,craft adjusted position infeed scroll sensor,craft adjusted position infeed scroll sensor,{},craft adjust position infeed scroll sensor
919,Machine Stop,Filler,Filling heads,Underfilling Head (Fibre Washer),11.0,empty can still jamming on outfeed craft in attendance,17,Short Stop,False,True,False,False,False,2022,1,13,13,3,False,empty still jamming outfeed craft attendance,empty still jamming outed craft attendance,{},jam out craft attendance
920,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),28.0,Head 10 Not filling Crafts in attendence investigating. Crafts found purge valve sticking. Cleaned and Lubricated tested all ok.,17,Breakdown,False,False,True,False,False,2022,1,13,19,3,False,head filling crafts attendence investigating crafts found purge valve sticking cleaned lubricated tested ok,head filling crafts attendance investigating crafts found purge valve sticking cleaned lubricated tested ok,{},head fill craft attendance investigate craft find purge valve stick clean lubricate test ok
921,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,5.0,"Damaged cans come through scroll. Stopped filler , Removed damaged cans and restarted. ( Found damaged cans on filler infeed side wall damaged )",17,Short Stop,False,False,True,False,False,2022,1,14,1,4,False,damaged cans come scroll stopped filler removed damaged cans restarted found damaged cans filler infeed side wall damaged,damaged cans come scroll stopped filler removed damaged cans restarted found damaged cans filler infeed side wall damaged,{},damage can come scroll stop filler remove damaged can restart find damage can filler infeed wall damage
922,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,2.0,"Damaged cans come through scroll. Stopped filler , Removed damaged cans and restarted",17,Short Stop,False,False,True,False,False,2022,1,14,2,4,False,damaged cans come scroll stopped filler removed damaged cans restarted,damaged cans come scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
923,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,3.0,"Damaged cans come through scroll. Stopped filler , Removed damaged cans and restarted",17,Short Stop,False,False,True,False,False,2022,1,14,2,4,False,damaged cans come scroll stopped filler removed damaged cans restarted,damaged cans come scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
924,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,3.0,"Damaged cans come through scroll. Stopped filler , Removed damaged cans and restarted",17,Short Stop,False,False,True,False,False,2022,1,14,3,4,False,damaged cans come scroll stopped filler removed damaged cans restarted,damaged cans come scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
925,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,2.0,"Damaged cans come through scroll. Stopped filler , Removed damaged cans and restarted",17,Short Stop,False,False,True,False,False,2022,1,14,4,4,False,damaged cans come scroll stopped filler removed damaged cans restarted,damaged cans come scroll stopped filler removed damaged cans restarted,{},damage can come scroll stop filler remove damaged can restart
927,Machine Stop,Filler,Clutch,Fault not listed,6.0,Transfer chain jam,17,Short Stop,False,True,False,False,False,2022,1,15,22,5,True,transfer chain jam,transfer chain jam,{},transfer chain jam
929,Machine Stop,Filler,PILZ system,Full safety circuit tripped,11.0,Pilz system tripped after removing castell key to access filler - Crafts resetting in panel,17,Short Stop,False,True,False,False,False,2022,1,16,0,6,True,pilz system tripped removing castell key access filler crafts resetting panel,pile system tripped removing castle key access filler crafts resetting panel,{},pile system trip remove castle key access filler craft reset panel
930,Machine Stop,Filler,Clutch,Fault not listed,4.0,Transfer chain/clutch jam,17,Short Stop,False,True,False,False,False,2022,1,16,2,6,True,transfer chain clutch jam,transfer chain clutch jam,{},transfer chain clutch jam
931,Machine Stop,Filler,Clutch,Fault not listed,5.0,Transfer chain/clutch jam,17,Short Stop,False,True,False,False,False,2022,1,16,4,6,True,transfer chain clutch jam,transfer chain clutch jam,{},transfer chain clutch jam
932,Machine Stop,Filler,Clutch,Fault not listed,6.0,Clutch jam/reinitialisation,17,Short Stop,False,True,False,False,False,2022,1,16,5,6,True,clutch jam reinitialisation,clutch jam reinitialisation,{},clutch jam reinitialisation
933,Machine Stop,Filler,Clutch,Fault not listed,6.0,Transfer chain/clutch tripped,17,Short Stop,False,True,False,False,False,2022,1,16,5,6,True,transfer chain clutch tripped,transfer chain clutch tripped,{},transfer chain clutch trip
934,Machine Stop,Filler,Clutch,Fault not listed,5.0,Clutch tripped/transfer jam,17,Short Stop,False,True,False,False,False,2022,1,16,6,6,True,clutch tripped transfer jam,clutch tripped transfer jam,{},clutch trip transfer jam
935,Machine Stop,Filler,Bowl pressure,Pressure Control,3.0,drop in pressure,17,Short Stop,True,False,False,False,False,2022,1,17,14,0,False,drop pressure,drop pressure,{},drop pressure
936,Machine Stop,Filler,In-feed scroll,Cans jammed,10.0,Lots of damaged cans coming through in feed,17,Breakdown,True,False,False,False,False,2022,1,17,18,0,False,lots damaged cans coming feed,lots damaged cans coming feed,{},lot damage can come feed
937,Machine Stop,Filler,PILZ system,Fault Not Listed,20.0,guard seamer safety circuit,17,Breakdown,False,False,False,False,True,2022,1,18,19,1,False,guard seamer safety circuit,guard steamer safety circuit,{},guard steamer safety circuit
938,Machine Stop,Filler,PILZ system,Full safety circuit tripped,7.0,Reset and restarted filler x 2,17,Short Stop,False,False,True,False,False,2022,1,19,12,2,False,reset restarted filler x,reset restarted filler x,{},reset restart filler x
940,Machine Stop,Filler,Filling heads,Underfilling Head (Fibre Washer),14.0,Fibre Washer on head 128 changed,17,Short Stop,True,False,False,False,False,2022,1,19,23,2,False,fibre washer head changed,fibre washer head changed,{},fibre washer head change
941,Machine Stop,Filler,Filling heads,Underfilling Head (Fibre Washer),2.0,head 127 underfill.changed washer,17,Breakdown,True,False,False,False,False,2022,1,20,0,3,False,head underfill changed washer,head undersell changed washer,{},head undersell change washer
942,Machine Stop,Filler,Clutch,Fault not listed,5.0,clutch out,17,Short Stop,True,False,False,False,False,2022,1,20,0,3,False,clutch,clutch,{},clutch
943,Machine Stop,Filler,Filling heads,Underfilling Head (Change),8.0,filler stopped to locate fobbing head,17,Breakdown,True,False,False,False,False,2022,1,20,2,3,False,filler stopped locate fobbing head,filler stopped locate fobbing head,{},filler stop locate fob head
944,Machine Stop,Filler,Filling heads,Underfilling Head (Change),2.0,"locating fobbing head, head 127",17,Short Stop,True,False,False,False,False,2022,1,20,4,3,False,locating fobbing head head,locating fobbing head head,{},locate fob head head
945,Machine Stop,Filler,Filling heads,Underfilling Head (Change),39.0,crafts out to amend fobbing head 127,17,Breakdown,True,False,False,False,False,2022,1,20,6,3,False,crafts amend fobbing head,crafts amend fobbing head,{},craft amend fob head
947,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,55.0,constant clutch coming out after 1 to 2 revolusions of the filler. Damaging cans and crashing in seamer.,17,Breakdown,True,False,False,False,False,2022,1,20,6,3,False,constant clutch coming revolusions filler damaging cans crashing seamer,constant clutch coming revolutions filler damaging cans crashing steamer,{},constant clutch come revolution filler damage can crash steamer
948,Machine Stop,Filler,In-feed scroll,Cans jammed,4.0,"Can jammed in scroll. Stopped filler, Accessed, Removed jammed can and restarted.",17,Short Stop,False,False,True,False,False,2022,1,20,15,3,False,jammed scroll stopped filler accessed removed jammed restarted,jammed scroll stopped filler accessed removed jammed restarted,{},jammed scroll stop filler access remove jammed restart
949,Machine Stop,Filler,Filling heads,Fault not listed,4.0,filler stopped to try and locate fobbing head,17,Short Stop,True,False,False,False,False,2022,1,20,20,3,False,filler stopped try locate fobbing head,filler stopped try locate fobbing head,{},filler stop try locate fob head
950,Machine Stop,Filler,In-feed scroll,Cans jammed,5.0,cann jams on infeed croll and tappet chain out,17,Short Stop,True,False,False,False,False,2022,1,20,22,3,False,cann jams infeed croll tappet chain,can jams infeed roll tappet chain,{},jam infeed roll tappet chain
951,Machine Stop,Filler,In-feed scroll,Cans jammed,8.0,"Damaged can in filler, tappet chain out of alignment, consecutive damaged can stops",17,Breakdown,True,False,False,False,False,2022,1,20,23,3,False,damaged filler tappet chain alignment consecutive damaged stops,damaged filler tappet chain alignment consecutive damaged stops,{},damage filler tappet chain alignment consecutive damage stop
953,Machine Stop,Filler,Clutch,Fault not listed,8.0,transfer chain jam,17,Short Stop,False,True,False,False,False,2022,1,21,16,4,False,transfer chain jam,transfer chain jam,{},transfer chain jam
956,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,2.0,"Can Jammed on scroll, Cleared and restarted filler.",17,Short Stop,False,False,True,False,False,2022,1,21,19,4,False,jammed scroll cleared restarted filler,jammed scroll cleared restarted filler,{},jammed scroll clear restart filler
957,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),25.0,"Massive Seamer crash caused by empty can ( Head not filling ) Crafts stopped line to investigate , All Purge valves cleaned and lubricated ( Possible Cause ). Tested seems ok, Continue to monitor and report any issues.",17,Breakdown,False,False,True,False,False,2022,1,21,23,4,False,massive seamer crash caused empty head filling crafts stopped line investigate purge valves cleaned lubricated possible cause tested seems ok continue monitor report issues,massive steamer crash caused empty head filling crafts stopped line investigate purge valves cleaned lubricated possible cause tested seems ok continue monitor report issues,{},massive steamer crash cause head fill craft stop line investigate purge valve clean lubricate possible cause test ok continue monitor report issue
958,Machine Stop,Filler,In-feed scroll,Cans jammed,8.0,"Can Jammed in scroll damaging in coming cans causing filler crash. Cleared jammed can in scroll, Removed damaged cans and performed reset.",17,Short Stop,False,False,True,False,False,2022,1,22,6,5,True,jammed scroll damaging coming cans causing filler crash cleared jammed scroll removed damaged cans performed reset,jammed scroll damaging coming cans causing filler crash cleared jammed scroll removed damaged cans performed reset,{},jammed scroll damaging come can cause filler crash clear jammed scroll remove damage can perform reset
959,Machine Stop,Filler,Scroll,Fault not listed,8.0,Cans falling in scroll - stopped to remove damaged cans in bowl,17,Short Stop,False,True,False,False,False,2022,1,22,7,5,True,cans falling scroll stopped remove damaged cans bowl,cans falling scroll stopped remove damaged cans bowl,{},can fall scroll stop remove damage can bowl
960,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,10.0,damaged can knocked cans going into the scroll multiple cans dmaaged from filling heads,17,Short Stop,False,True,False,False,False,2022,1,22,16,5,True,damaged knocked cans going scroll multiple cans dmaaged filling heads,damaged knocked cans going scroll multiple cans damaged filling heads,{},damage knocked can go scroll multiple can damage fill head
961,Machine Stop,Filler,In-feed scroll,Fault not listed,105.0,"MB Cans not filling. Infeed scroll sensor suspected. Crafts in attendance. Handed over to heineken shift infeed scroll sensor full of beer flickering on and off loose connection crafts DP, and MB replacing sensor",17,Breakdown,False,False,False,False,True,2022,1,24,18,0,False,mb cans filling infeed scroll sensor suspected crafts attendance handed heineken shift infeed scroll sensor full beer flickering loose connection crafts dp mb replacing sensor,mb cans filling infeed scroll sensor suspected crafts attendance handed heineken shift infeed scroll sensor full beer flickering loose connection crafts dp mb replacing sensor,{},mb can fill infeed scroll sensor suspect craft attendance hand heineken shift infeed scroll sensor beer flicker loose connection craft dp mb replace sensor
962,Machine Stop,Filler,In-feed scroll,Cans jammed,21.0,cans fallen forwards into infeed scroll,17,Short Stop,False,True,False,False,False,2022,1,24,20,0,False,cans fallen forwards infeed scroll,cans fallen forwards infeed scroll,{},can fall forwards infeed scroll
963,Machine Stop,Filler,In-feed scroll,Fault not listed,5.0,cans fallen into infeed scroll then jammed seamer,17,Short Stop,False,True,False,False,False,2022,1,24,23,0,False,cans fallen infeed scroll jammed seamer,cans fallen infeed scroll jammed steamer,{},can fall infeed scroll jammed steamer
964,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,10.0,cans fallen going into scroll and blown into filler operator removing debri from filler,17,Short Stop,False,True,False,False,False,2022,1,25,5,1,False,cans fallen going scroll blown filler operator removing debri filler,cans fallen going scroll blown filler operator removing debris filler,{},can fall go scroll blow filler operator remove debris filler
966,Machine Stop,Filler,In-feed scroll,Cans jammed,12.0,"Lots of damaged cans coming in feed scroll, having to enter filler to empty out",17,Breakdown,True,False,False,False,False,2022,1,25,13,1,False,lots damaged cans coming feed scroll enter filler empty,lots damaged cans coming feed scroll enter filler empty,{},lot damage can come feed scroll enter filler
968,Machine Stop,Filler,In-feed scroll,Cans jammed,7.0,Lots of damaged cans coming throgh in feed scroll causing filler crash,17,Breakdown,True,False,False,False,False,2022,1,26,7,2,False,lots damaged cans coming throgh feed scroll causing filler crash,lots damaged cans coming through feed scroll causing filler crash,{},lot damage can come feed scroll cause filler crash
970,Machine Stop,Filler,In-feed scroll,Cans jammed,31.0,Cans being damaged on the infeed to filler causing crashes/seamer crashes. Crafts out to inspect,17,Breakdown,True,False,False,False,False,2022,1,26,11,2,False,cans damaged infeed filler causing crashes seamer crashes crafts inspect,cans damaged infeed filler causing crashes steamer crashes crafts inspect,{},can damage infeed filler cause crash steamer crash craft inspect
971,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,3.0,can damage,17,Short Stop,True,False,False,False,False,2022,1,26,13,2,False,damage,damage,{},damage
972,Machine Stop,Filler,Clutch,Fault not listed,14.0,jam caused clutch to slip,17,Short Stop,False,False,False,False,True,2022,1,27,6,3,False,jam caused clutch slip,jam caused clutch slip,{},jam cause clutch slip
973,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,4.0,"Damaged can come through scroll, Stopped filler, Removed damaged cans and restarted",17,Short Stop,False,False,True,False,False,2022,1,27,8,3,False,damaged come scroll stopped filler removed damaged cans restarted,damaged come scroll stopped filler removed damaged cans restarted,{},damage come scroll stop filler remove damaged can restart
974,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,4.0,"Damagaed can come through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,27,8,3,False,damagaed come scroll stopped filler removed damaged cans restarted,damaged come scroll stopped filler removed damaged cans restarted,{},damage come scroll stop filler remove damaged can restart
975,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,4.0,"Damaged can come through scroll, Stopped filler, Removed damaged can and restarted.",17,Short Stop,False,False,True,False,False,2022,1,27,9,3,False,damaged come scroll stopped filler removed damaged restarted,damaged come scroll stopped filler removed damaged restarted,{},damage come scroll stop filler remove damage restart
976,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,2.0,"Damaged can come thrpough scroll. Stopped filler, Removed damaged can and restarted.",17,Short Stop,False,False,True,False,False,2022,1,27,13,3,False,damaged come thrpough scroll stopped filler removed damaged restarted,damaged come through scroll stopped filler removed damaged restarted,{},damage come scroll stop filler remove damage restart
977,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,3.0,"Damaged can come through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,27,14,3,False,damaged come scroll stopped filler removed damaged cans restarted,damaged come scroll stopped filler removed damaged cans restarted,{},damage come scroll stop filler remove damaged can restart
978,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,3.0,"Damaged can come through scroll. Stopped filler, Removed damaged cans and restarted.",17,Short Stop,False,False,True,False,False,2022,1,27,16,3,False,damaged come scroll stopped filler removed damaged cans restarted,damaged come scroll stopped filler removed damaged cans restarted,{},damage come scroll stop filler remove damaged can restart
979,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,3.0,"Damaged can come through scroll. Stopped filler, Removed damaged cans and restarted filler.",17,Short Stop,False,False,True,False,False,2022,1,27,16,3,False,damaged come scroll stopped filler removed damaged cans restarted filler,damaged come scroll stopped filler removed damaged cans restarted filler,{},damage come scroll stop filler remove damage can restart filler
985,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,2.0,"Damaged can come through scroll. Stopped filler, Clerared danmaged can and restarted.",17,Short Stop,False,False,True,False,False,2022,1,28,9,4,False,damaged come scroll stopped filler clerared danmaged restarted,damaged come scroll stopped filler cleared damaged restarted,{},damage come scroll stop filler clear damage restart
986,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,5.0,tappet chain out causing can crash,17,Short Stop,True,False,False,False,False,2022,1,28,19,4,False,tappet chain causing crash,tappet chain causing crash,{},tappet chain cause crash
987,Machine Stop,Filler,PILZ system,Panels tripped,11.0,"Emergency stop alarm on filler, bowl and channel pressure dropping. Alarm for Capper also. Crafts have been rang to make aware",17,Breakdown,True,False,False,False,False,2022,1,28,20,4,False,emergency stop alarm filler bowl channel pressure dropping alarm capper also crafts rang make aware,emergency stop alarm filler bowl channel pressure dropping alarm capper also crafts rang make aware,{},emergency stop alarm filler bowl channel pressure drop alarm capper crafts rang aware
