,Incident,Machine,Area / Cause,Reason / Fault,Time (minutes),Comments,Line No,MachineStopType,Shift_Fosters/Green,Shift_Heineken/Orange,Shift_John Smiths/Pink,Shift_John Smiths/Yellow,Shift_Strongbow/Yellow,Year,Month,Day,Hour,DayOfWeek,IsWeekend,Comments_cleaned,corrected_text,uncorrectable_words,lemmatized
3262,Machine Stop,Filler,Bowl pressure,Pressure Control,4.0,Had to wait for the bowl pressure to go up before could start new SKU,17,Short Stop,False,False,False,False,True,2023,11,22,2,2,False,wait bowl pressure go could start new sku,wait bowl pressure go could start new sky,{},wait bowl pressure start new sky
3264,Machine Stop,Filler,Bowl pressure,Pressure Control,3.0,bowl pressure dropped,17,Short Stop,False,True,False,False,False,2023,11,24,10,4,False,bowl pressure dropped,bowl pressure dropped,{},bowl pressure drop
3265,Machine Stop,Filler,Door,Fault not listed,8.0,line stopped to measure for new perspex,17,Short Stop,False,True,False,False,False,2023,11,24,10,4,False,line stopped measure new perspex,line stopped measure new perspex,{},line stop measure new perspex
3266,Machine Stop,Filler,In-feed scroll,Cans jammed,4.0,"Infeed can jam,operators in attendance.",17,Short Stop,False,True,False,False,False,2023,11,24,11,4,False,infeed jam operators attendance,infeed jam operators attendance,{},infeed jam operator attendance
3267,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,3.0,jam along the tappet chain,17,Short Stop,True,False,False,False,False,2023,11,28,7,1,False,jam along tappet chain,jam along tappet chain,{},jam tappet chain
3268,Machine Stop,Filler,Bowl pressure,Pressure Control,5.0,bowl pressure dropping,17,Short Stop,False,True,False,False,False,2023,12,4,19,0,False,bowl pressure dropping,bowl pressure dropping,{},bowl pressure drop
3269,Machine Stop,Filler,Filling heads,Fault not listed,15.0,head 18 found to be underfilling crafts replaced purge pin,17,Breakdown,False,True,False,False,False,2023,12,5,2,1,False,head found underfilling crafts replaced purge pin,head found underselling crafts replaced purge pin,{},head find undersell craft replace purge pin
3270,Machine Stop,Filler,Filling heads,Underfilling Head (Change),32.0,changed head 18,17,Breakdown,False,True,False,False,False,2023,12,5,4,1,False,changed head,changed head,{},change head
3271,Machine Stop,Filler,Bowl pressure,Pressure Control,12.0,bowl pressure dropped  followed by can gap into filler,17,Short Stop,True,False,False,False,False,2023,12,6,8,2,False,bowl pressure dropped followed gap filler,bowl pressure dropped followed gap filler,{},bowl pressure drop follow gap filler
3272,Machine Stop,Filler,Bowl pressure,Pressure Control,12.0,bowl pressure dropped  followed by can gap into filler,17,Short Stop,True,False,False,False,False,2023,12,6,8,2,False,bowl pressure dropped followed gap filler,bowl pressure dropped followed gap filler,{},bowl pressure drop follow gap filler
3273,Machine Stop,Filler,Bowl pressure,Pressure Control,12.0,drop in bowl pressure-DH,17,Short Stop,True,False,False,False,False,2023,12,6,13,2,False,drop bowl pressure dh,drop bowl pressure do,{},drop bowl pressure
3274,Machine Stop,Filler,Bowl pressure,Pressure Control,4.0,bowl pressure keeps dropping causing cans to gap,17,Short Stop,False,False,False,False,True,2023,12,6,20,2,False,bowl pressure keeps dropping causing cans gap,bowl pressure keeps dropping causing cans gap,{},bowl pressure keep drop cause can gap
3275,Machine Stop,Filler,Bowl pressure,Pressure Control,4.0,bowl pressure keeps dropping causing cans to gap,17,Short Stop,False,False,False,False,True,2023,12,6,20,2,False,bowl pressure keeps dropping causing cans gap,bowl pressure keeps dropping causing cans gap,{},bowl pressure keep drop cause can gap
3276,Machine Stop,Filler,Bowl pressure,Pressure Control,4.0,bowl pressure keeps dropping causing cans to gap,17,Short Stop,False,False,False,False,True,2023,12,6,20,2,False,bowl pressure keeps dropping causing cans gap,bowl pressure keeps dropping causing cans gap,{},bowl pressure keep drop cause can gap
3277,Machine Stop,Filler,Bowl pressure,Pressure Control,3.0,bowl pressure keeps dropping causing cans to gap,17,Short Stop,False,False,False,False,True,2023,12,6,23,2,False,bowl pressure keeps dropping causing cans gap,bowl pressure keeps dropping causing cans gap,{},bowl pressure keep drop cause can gap
3278,Machine Stop,Filler,Tappet chain,Fault not listed,3.0,jam along the tappet chain,17,Short Stop,True,False,False,False,False,2023,12,7,15,3,False,jam along tappet chain,jam along tappet chain,{},jam tappet chain
3279,Machine Stop,Filler,Tappet chain,Fault not listed,3.0,can crash along the tappet chain,17,Short Stop,True,False,False,False,False,2023,12,8,19,4,False,crash along tappet chain,crash along tappet chain,{},crash tappet chain
3280,Machine Stop,Filler,PILZ system,Full safety circuit tripped,5.0,Flushing system active error message,17,Short Stop,False,False,True,False,False,2023,12,9,10,5,True,flushing system active error message,flushing system active error message,{},flush system active error message
3281,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),17.0,checking heads snifting valves few fobbing heads 64 29 and 43 due to fobbing,17,Breakdown,False,True,False,False,False,2023,12,14,0,3,False,checking heads snifting valves fobbing heads due fobbing,checking heads sniffing valves fobbing heads due fobbing,{},check head sniff valve fob head fob
3282,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),7.0,crafts checking cams due to underfilling heads-DH,17,Breakdown,True,False,False,False,False,2023,12,14,14,3,False,crafts checking cams due underfilling heads dh,crafts checking cams due underselling heads do,{},craft check cam underselling head
3283,Machine Stop,Filler,Filling heads,Fault not listed,3.0,cans filled bin up with underfilled cans. put seamer flush on while picking cans of floor,17,Short Stop,False,False,False,False,True,2023,12,14,20,3,False,cans filled bin underfilled cans put seamer flush picking cans floor,cans filled bin undefiled cans put steamer flush picking cans floor,{},can fill bin undefiled can steamer flush pick can floor
3284,Machine Stop,Filler,In-feed scroll,Cans jammed,1.0,"Can jammed in scroll, Accessed filler, Removed jammed can and restarted.",17,Short Stop,False,False,False,False,True,2023,12,14,21,3,False,jammed scroll accessed filler removed jammed restarted,jammed scroll accessed filler removed jammed restarted,{},jammed scroll access filler remove jammed restart
3285,Machine Stop,Filler,Filling heads,Underfilling Head (Fibre Washer),8.0,head 147,17,Short Stop,False,False,True,False,False,2023,12,18,23,0,False,head,head,{},head
3286,Machine Stop,Filler,Filling heads,Underfilling Head (Change),24.0,finding which head is underfiiling - head 138 sniff valve changed by craft,17,Breakdown,False,False,True,False,False,2023,12,18,23,0,False,finding head underfiiling head sniff valve changed craft,finding head underfiiling head sniff valve changed craft,{},find head underfiile head sniff valve change craft
3287,Machine Stop,Filler,Filling heads,Underfilling Head (Change),5.0,after changing fibre washer and sniff valve same problem exsists. Changing full head 138,17,Breakdown,False,False,True,False,False,2023,12,18,23,0,False,changing fibre washer sniff valve problem exsists changing full head,changing fibre washer sniff valve problem exists changing full head,{},change fibre washer sniff valve problem exist change head
3288,Machine Stop,Filler,Filling heads,Underfilling Head (Change),32.0,after changing fibre washer and sniff valve same problem exsists. Changing full head 138,17,Breakdown,False,False,True,False,False,2023,12,19,0,1,False,changing fibre washer sniff valve problem exsists changing full head,changing fibre washer sniff valve problem exists changing full head,{},change fibre washer sniff valve problem exist change head
3289,Machine Stop,Filler,Lubrication issues,Fault not listed,3.0,"Oil flow trips ,x2.",17,Short Stop,False,True,False,False,False,2023,12,19,15,1,False,oil flow trips x,oil flow trips x,{},oil flow trip x
3290,Machine Stop,Filler,Clutch,Fault not listed,13.0,"Infeed clutch trip,operator in attendance.",17,Short Stop,False,True,False,False,False,2023,12,19,18,1,False,infeed clutch trip operator attendance,infeed clutch trip operator attendance,{},infeed clutch trip operator attendance
3291,Machine Stop,Filler,Starwheel,Fault not listed,6.0,crafts checking starwheel,17,Breakdown,False,False,False,True,False,2023,12,27,23,2,False,crafts checking starwheel,crafts checking gearwheel,{},craft check gearwheel
3292,Machine Stop,Filler,Bowl level,Level Control,11.0,Valve to pump 6005 faulted and I had no login to brewmaxx and had to wait for machine op to come back.,17,Short Stop,False,False,False,False,True,2023,12,28,12,3,False,valve pump faulted login brewmaxx wait machine op come back,valve pump faulted login brewmaxx wait machine of come back,{},valve pump fault login brewmaxx wait machine come
3293,Machine Stop,Filler,Tappet chain,Fault not listed,5.0,can crash,17,Short Stop,True,False,False,False,False,2024,1,3,0,2,False,crash,crash,{},crash
3294,Machine Stop,Filler,Tappet chain,Fault not listed,4.0,tappet chain crash,17,Short Stop,True,False,False,False,False,2024,1,3,0,2,False,tappet chain crash,tappet chain crash,{},tappet chain crash
3295,Machine Stop,Filler,Tappet chain,Fault not listed,4.0,tappet chain crash,17,Short Stop,True,False,False,False,False,2024,1,3,1,2,False,tappet chain crash,tappet chain crash,{},tappet chain crash
3296,Machine Stop,Filler,Tappet chain,Fault not listed,5.0,tappet chain crash,17,Short Stop,True,False,False,False,False,2024,1,3,1,2,False,tappet chain crash,tappet chain crash,{},tappet chain crash
3297,Machine Stop,Filler,Tappet chain,Fault not listed,5.0,tappet chain crash. Crafts informed to investigate cause,17,Short Stop,True,False,False,False,False,2024,1,3,1,2,False,tappet chain crash crafts informed investigate cause,tappet chain crash crafts informed investigate cause,{},tappet chain crash craft inform investigate cause
3298,Machine Stop,Filler,Clutch,Fault not listed,6.0,crash on transfer chain clutch jumped out,17,Short Stop,False,True,False,False,False,2024,1,3,9,2,False,crash transfer chain clutch jumped,crash transfer chain clutch jumped,{},crash transfer chain clutch jump
3299,Machine Stop,Filler,Starwheel,Fault not listed,27.0,damage cans causing seamer crashes crafts making adjustments to starwheel guides,17,Breakdown,False,True,False,False,False,2024,1,3,16,2,False,damage cans causing seamer crashes crafts making adjustments starwheel guides,damage cans causing steamer crashes crafts making adjustments gearwheel guides,{},damage can cause steamer crash craft make adjustment gearwheel guide
3300,Machine Stop,Filler,Tappet chain,Fault not listed,5.0,tappet chain crash,17,Short Stop,True,False,False,False,False,2024,1,3,19,2,False,tappet chain crash,tappet chain crash,{},tappet chain crash
3301,Machine Stop,Filler,Bowl level,Level Control,223.0,analog valve level control alarmed. Bowl level fluctuating. Very high levels. 24v unit checked. Slip ring brushes have worn and are not making any connection. Slip ring may have to be replaced,17,Breakdown,True,False,False,False,False,2024,1,3,20,2,False,analog valve level control alarmed bowl level fluctuating high levels v unit checked slip ring brushes worn making connection slip ring may replaced,analog valve level control alarmed bowl level fluctuating high levels v unit checked slip ring brushes worn making connection slip ring may replaced,{},analog valve level control alarm bowl level fluctuate high level v unit check slip ring brush worn make connection slip ring replace
3302,Machine Stop,Filler,Bowl level,Level Control,116.0,analog valve level control alarmed. Bowl level fluctuating. Very high levels. 24v unit checked. Slip ring brushes have worn and are not making any connection. Slip ring may have to be replaced,17,Breakdown,True,False,False,False,False,2024,1,4,0,3,False,analog valve level control alarmed bowl level fluctuating high levels v unit checked slip ring brushes worn making connection slip ring may replaced,analog valve level control alarmed bowl level fluctuating high levels v unit checked slip ring brushes worn making connection slip ring may replaced,{},analog valve level control alarm bowl level fluctuate high level v unit check slip ring brush worn make connection slip ring replace
3303,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,10.0,tappet chain crash,17,Short Stop,True,False,False,False,False,2024,1,4,2,3,False,tappet chain crash,tappet chain crash,{},tappet chain crash
3304,Machine Stop,Filler,Tappet chain,Fault not listed,4.0,tappet chain crash,17,Short Stop,True,False,False,False,False,2024,1,4,2,3,False,tappet chain crash,tappet chain crash,{},tappet chain crash
3308,Machine Stop,Filler,Tappet chain,Fault not listed,10.0,tappet chain crash,17,Short Stop,True,False,False,False,False,2024,1,4,5,3,False,tappet chain crash,tappet chain crash,{},tappet chain crash
3310,Machine Stop,Filler,Starwheel,Fault not listed,25.0,finding damaged cans coming from starwheel again - causing constant crashes - crafts hanidn gover to next shift,17,Breakdown,True,False,False,False,False,2024,1,4,6,3,False,finding damaged cans coming starwheel causing constant crashes crafts hanidn gover next shift,finding damaged cans coming gearwheel causing constant crashes crafts hands over next shift,{},find damage can come gearwheel cause constant crash craft hand shift
3311,Machine Stop,Filler,Starwheel,Fault not listed,36.0,damaged flange on cans causing lots of seamer /tappet chain crashes crafts made adjustments to infeed starwheel filler can infeed guide post starwheel,17,Breakdown,False,True,False,False,False,2024,1,4,7,3,False,damaged flange cans causing lots seamer tappet chain crashes crafts made adjustments infeed starwheel filler infeed guide post starwheel,damaged flange cans causing lots steamer tappet chain crashes crafts made adjustments infeed gearwheel filler infeed guide post gearwheel,{},damage flange can cause lot steamer tappet chain crash craft adjustment infeed gearwheel filler infeed guide post gearwheel
3312,Machine Stop,Filler,Bowl pressure,Pressure Control,15.0,Issues when starting up with valves and pressures.,17,Short Stop,False,False,False,False,True,2024,1,5,11,4,False,issues starting valves pressures,issues starting valves pressures,{},issue start valve pressure
3313,Machine Stop,Filler,In-feed scroll,In-feed scroll out of alignment,16.0,damaged cans after infeed conveyor. Checked infeed scroll and tightened.,17,Short Stop,False,False,False,False,True,2024,1,5,13,4,False,damaged cans infeed conveyor checked infeed scroll tightened,damaged cans infeed conveyor checked infeed scroll tightened,{},damage can infeed conveyor check infeed scroll tighten
3314,Machine Stop,Filler,Starwheel,Fault not listed,18.0,Was still getting damaged cans so machine ops and Ben hayward position and tightened the starwheel.,17,Short Stop,False,False,False,False,True,2024,1,5,13,4,False,still getting damaged cans machine ops ben hayward position tightened starwheel,still getting damaged cans machine ops ben hayward position tightened gearwheel,{},get damage can machine op ben hayward position tighten gearwheel
3315,Machine Stop,Filler,Bowl level,Level Control,68.0,analog valve level control alarmed. Bowl level fluctuating. Very high levels. Same issue 3 nights ago crafts to hand over possible parts may need to be replaced.,17,Breakdown,False,True,False,False,False,2024,1,6,5,5,True,analog valve level control alarmed bowl level fluctuating high levels issue nights ago crafts hand possible parts may need replaced,analog valve level control alarmed bowl level fluctuating high levels issue nights ago crafts hand possible parts may need replaced,{},analog valve level control alarm bowl level fluctuate high level issue night ago craft hand possible part need replace
3316,Machine Stop,Filler,Tappet chain,Fault not listed,4.0,tappet chain crash,17,Short Stop,True,False,False,False,False,2024,1,7,13,6,True,tappet chain crash,tappet chain crash,{},tappet chain crash
3317,Machine Stop,Filler,Filling heads,Fault not listed,7.0,head 21 is being looked at due to underfills. Nothing found. Monitoring head,17,Short Stop,True,False,False,False,False,2024,1,10,19,2,False,head looked due underfills nothing found monitoring head,head looked due undersells nothing found monitoring head,{},head look undersell find monitor head
3318,Machine Stop,Filler,Starwheel,Fault not listed,4.0,starwheel adjustments. Starwheel causing damaged cans,17,Short Stop,True,False,False,False,False,2024,1,12,8,4,False,starwheel adjustments starwheel causing damaged cans,gearwheel adjustments gearwheel causing damaged cans,{},gearwheel adjustment gearwheel cause damaged can
3319,Machine Stop,Filler,Starwheel,Fault not listed,17.0,damaged cans from starwheel crafts making adjustments,17,Breakdown,False,True,False,False,False,2024,1,12,17,4,False,damaged cans starwheel crafts making adjustments,damaged cans gearwheel crafts making adjustments,{},damage can gearwheel craft make adjustment
3321,Machine Stop,Filler,Starwheel,Fault not listed,4.0,starwheel adjustments. Damaged cans causing crashes,17,Breakdown,True,False,False,False,False,2024,1,12,20,4,False,starwheel adjustments damaged cans causing crashes,gearwheel adjustments damaged cans causing crashes,{},gearwheel adjustment damage can cause crash
3322,Machine Stop,Filler,Starwheel,Fault not listed,8.0,starwheel adjustments,17,Breakdown,True,False,False,False,False,2024,1,12,20,4,False,starwheel adjustments,gearwheel adjustments,{},gearwheel adjustment
3323,Machine Stop,Filler,Starwheel,Fault not listed,6.0,starwheel adjustments,17,Short Stop,True,False,False,False,False,2024,1,12,20,4,False,starwheel adjustments,gearwheel adjustments,{},gearwheel adjustment
3324,Machine Stop,Filler,Tappet chain,Fault not listed,5.0,tappet chain crash,17,Short Stop,True,False,False,False,False,2024,1,12,21,4,False,tappet chain crash,tappet chain crash,{},tappet chain crash
3325,Machine Stop,Filler,Starwheel,Fault not listed,6.0,crafts are making further adjustments to the starwheel,17,Breakdown,True,False,False,False,False,2024,1,12,21,4,False,crafts making adjustments starwheel,crafts making adjustments gearwheel,{},craft make adjustment gearwheel
3326,Machine Stop,Filler,Starwheel,Fault not listed,15.0,further adjustments to the starwheel. Also looking at head 131 as the cause of damaged cans,17,Breakdown,True,False,False,False,False,2024,1,12,21,4,False,adjustments starwheel also looking head cause damaged cans,adjustments gearwheel also looking head cause damaged cans,{},adjustment gearwheel look head cause damage can
3327,Machine Stop,Filler,Starwheel,Fault not listed,9.0,further adjustments to the starwheel. Also looking at head 131 as the cause of damaged cans,17,Breakdown,True,False,False,False,False,2024,1,12,21,4,False,adjustments starwheel also looking head cause damaged cans,adjustments gearwheel also looking head cause damaged cans,{},adjustment gearwheel look head cause damage can
3329,Machine Stop,Filler,Filling heads,Fault not listed,36.0,crafts are taking out head 131 to look internally for any issues. Head 131 changed due to not filling cans. Starwheel damage yet to be resolved,17,Breakdown,True,False,False,False,False,2024,1,12,22,4,False,crafts taking head look internally issues head changed due filling cans starwheel damage yet resolved,crafts taking head look internally issues head changed due filling cans gearwheel damage yet resolved,{},craft take head look internally issue head change filling can gearwheel damage resolve
3332,Machine Stop,Filler,Filling heads,Fault not listed,14.0,Lots of underfills - investigating,17,Breakdown,True,False,False,False,False,2024,1,13,0,5,True,lots underfills investigating,lots undersells investigating,{},lot undersell investigate
3336,Machine Stop,Filler,Centre bearing,Fault not listed,90.0,Filler slip ring replaced,17,Breakdown,False,False,False,False,True,2024,1,15,22,0,False,filler slip ring replaced,filler slip ring replaced,{},filler slip ring replace
3337,Machine Stop,Filler,In-feed scroll,Fault not listed,18.0,"Cans gapping, Crafts checking scroll and starwheel, Adjusted.",17,Breakdown,False,False,False,False,True,2024,1,16,0,1,False,cans gapping crafts checking scroll starwheel adjusted,cans gapping crafts checking scroll gearwheel adjusted,{},can gap craft check scroll gearwheel adjust
3338,Machine Stop,Filler,In-feed scroll,Cans jammed,9.0,"Can Jammed infeed scroll, Accessed filler, Rmoved jammed can and performed reset.",17,Short Stop,False,False,False,False,True,2024,1,16,3,1,False,jammed infeed scroll accessed filler rmoved jammed performed reset,jammed infeed scroll accessed filler moved jammed performed reset,{},jammed infeed scroll access filler move jam perform reset
3339,Machine Stop,Filler,Bowl pressure,Pressure Control,3.0,drop in pressure-DH,17,Short Stop,True,False,False,False,False,2024,1,16,16,1,False,drop pressure dh,drop pressure do,{},drop pressure
3341,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),38.0,multiple underfilling heads - investigating,17,Short Stop,False,False,False,True,False,2024,1,18,14,3,False,multiple underfilling heads investigating,multiple underselling heads investigating,{},multiple underselling head investigate
3342,Machine Stop,Filler,Filling heads,Underfilling Head (Change),56.0,head 41 being changed,17,Breakdown,False,False,False,True,False,2024,1,18,15,3,False,head changed,head changed,{},head change
3344,Machine Stop,Filler,Tappet chain,Fault not listed,5.0,tappet chain crash,17,Short Stop,True,False,False,False,False,2024,1,19,0,4,False,tappet chain crash,tappet chain crash,{},tappet chain crash
3345,Machine Stop,Filler,Bowl pressure,Pressure Control,9.0,bowl pressure dropping,17,Short Stop,False,True,False,False,False,2024,1,19,9,4,False,bowl pressure dropping,bowl pressure dropping,{},bowl pressure drop
3346,Machine Stop,Filler,Main Drive,Fault Not Listed,30.0,safety clutch out crafts put back in,17,Breakdown,False,True,False,False,False,2024,1,19,17,4,False,safety clutch crafts put back,safety clutch crafts put back,{},safety clutch craft
3347,Machine Stop,Filler,Main Drive,Fault Not Listed,3.0,Oil malfunction.,17,Short Stop,False,True,False,False,False,2024,1,20,8,5,True,oil malfunction,oil malfunction,{},oil malfunction
3348,Machine Stop,Filler,Bowl pressure,Pressure Control,4.0,"After jam, caused bowl pressure to be too low.",17,Short Stop,False,True,False,False,False,2024,1,20,8,5,True,jam caused bowl pressure low,jam caused bowl pressure low,{},jam cause bowl pressure low
3349,Machine Stop,Filler,Centre bearing,Fault not listed,58.0,"CIP failed, Hot caustic return valve 201, would not reset.",17,Breakdown,False,False,False,False,True,2024,1,22,17,0,False,cip failed hot caustic return valve would reset,cop failed hot caustic return valve would reset,{},cop fail hot caustic return valve reset
3350,Machine Stop,Filler,Bowl pressure,Pressure Control,2.0,Pressure drop,17,Short Stop,True,False,False,False,False,2024,1,25,2,3,False,pressure drop,pressure drop,{},pressure drop
3352,Machine Stop,Filler,Filling heads,Underfilling Head (Change),10.0,Found head 27 undefilling - leaking Co2,17,Short Stop,False,False,False,True,False,2024,1,25,12,3,False,found head undefilling leaking co,found head undefilling leaking co,{},find head undefille leak co
3353,Machine Stop,Filler,Filling heads,Underfilling Head (Change),19.0,head 27 being assessed by crafts,17,Breakdown,False,False,False,True,False,2024,1,25,12,3,False,head assessed crafts,head assessed crafts,{},head assess craft
3354,Machine Stop,Filler,Tappet chain,Fault not listed,5.0,can jam along the tappet chain,17,Short Stop,True,False,False,False,False,2024,1,25,21,3,False,jam along tappet chain,jam along tappet chain,{},jam tappet chain
3355,Machine Stop,Filler,Tappet chain,Fault not listed,4.0,tappet chain crash,17,Short Stop,True,False,False,False,False,2024,1,25,21,3,False,tappet chain crash,tappet chain crash,{},tappet chain crash
3356,Machine Stop,Filler,Tappet chain,Fault not listed,5.0,cans jammed on the tappet chain,17,Short Stop,True,False,False,False,False,2024,1,26,3,4,False,cans jammed tappet chain,cans jammed tappet chain,{},can jam tappet chain
3357,Machine Stop,Filler,PILZ system,Full safety circuit tripped,5.0,Flushing system active error message - stops filler,17,Breakdown,False,False,False,True,False,2024,1,26,8,4,False,flushing system active error message stops filler,flushing system active error message stops filler,{},flush system active error message stop filler
3358,Machine Stop,Filler,PILZ system,Full safety circuit tripped,4.0,flushing system active closer error - stops filler,17,Breakdown,False,False,False,True,False,2024,1,26,11,4,False,flushing system active closer error stops filler,flushing system active closer error stops filler,{},flush system active close error stop filler
3359,Machine Stop,Filler,Bowl pressure,Fault not listed,21.0,Issue with valve 6070 not running when it should have been. When trying to sort valve 6125 faulted also. Both took a bit of time to reset.,17,Breakdown,False,False,False,False,True,2024,2,6,13,1,False,issue valve running trying sort valve faulted also took bit time reset,issue valve running trying sort valve faulted also took bit time reset,{},issue valve run try sort valve fault take bit time reset
3360,Machine Stop,Filler,Bowl pressure,Pressure Control,7.0,Bowl pressure dropping,17,Short Stop,False,True,False,False,False,2024,2,7,0,2,False,bowl pressure dropping,bowl pressure dropping,{},bowl pressure drop
3361,Machine Stop,Filler,Bowl pressure,Pressure Control,11.0,Bowl pressure dropped causing all cans to be rejected and a crash in the seamer. Crafts looked at the bowl pressure to ensure right levels.,17,Breakdown,False,False,False,False,True,2024,2,7,12,2,False,bowl pressure dropped causing cans rejected crash seamer crafts looked bowl pressure ensure right levels,bowl pressure dropped causing cans rejected crash steamer crafts looked bowl pressure ensure right levels,{},bowl pressure drop cause can reject crash steamer craft look bowl pressure ensure right level
3362,Machine Stop,Filler,Starwheel,Fault not listed,65.0,Got crafts out to have a look as to why getting damaged cans. Checked seamer and infeed of filler but not found reason. Handed over to next shift.,17,Breakdown,False,False,False,False,True,2024,2,7,18,2,False,got crafts look getting damaged cans checked seamer infeed filler found reason handed next shift,got crafts look getting damaged cans checked steamer infeed filler found reason handed next shift,{},get craft look get damage can check steamer infeed filler find reason hand shift
3363,Machine Stop,Filler,Starwheel,Fault not listed,18.0,crafts replacing guide after starwheel causing damaged cans,17,Breakdown,False,True,False,False,False,2024,2,7,21,2,False,crafts replacing guide starwheel causing damaged cans,crafts replacing guide gearwheel causing damaged cans,{},craft replace guide gearwheel cause damaged can
3364,Machine Stop,Filler,Starwheel,Fault not listed,24.0,crafts making adjustments to starwheel damaged cans causing seamer crash,17,Breakdown,False,True,False,False,False,2024,2,7,22,2,False,crafts making adjustments starwheel damaged cans causing seamer crash,crafts making adjustments gearwheel damaged cans causing steamer crash,{},craft make adjustment gearwheel damage can cause steamer crash
3365,Machine Stop,Filler,Tappet chain,Fault not listed,4.0,tappet chain crash,17,Short Stop,True,False,False,False,False,2024,2,8,14,3,False,tappet chain crash,tappet chain crash,{},tappet chain crash
3366,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),10.0,118 head not filling properly. Ian checked valves and head set up. Replaced the purge valve seal on head 118.,17,Breakdown,False,False,False,False,True,2024,2,9,2,4,False,head filling properly ian checked valves head set replaced purge valve seal head,head filling properly in checked valves head set replaced purge valve seal head,{},head fill properly check valve head set replace purge valve seal head
3367,Machine Stop,Filler,Tappet chain,Fault not listed,5.0,tappet chain crash,17,Short Stop,True,False,False,False,False,2024,2,9,8,4,False,tappet chain crash,tappet chain crash,{},tappet chain crash
3368,Machine Stop,Filler,Lubrication issues,Fault not listed,9.0,the lubrication gauge inside the filler is leaking a lot. Filler stopped so crafts can change this over with a new one,17,Breakdown,True,False,False,False,False,2024,2,9,11,4,False,lubrication gauge inside filler leaking lot filler stopped crafts change new one,lubrication gauge inside filler leaking lot filler stopped crafts change new one,{},lubrication gauge inside filler leak lot filler stop craft change new
3369,Machine Stop,Filler,Tappet chain,Fault not listed,5.0,can crash,17,Short Stop,True,False,False,False,False,2024,2,9,15,4,False,crash,crash,{},crash
3370,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),11.0,Purge valve replaced on 135.,17,Breakdown,False,False,False,False,True,2024,2,9,20,4,False,purge valve replaced,purge valve replaced,{},purge valve replace
3371,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,5.0,tappet chain crash,17,Short Stop,True,False,False,False,False,2024,2,10,20,5,True,tappet chain crash,tappet chain crash,{},tappet chain crash
3372,Machine Stop,Filler,Lubrication issues,Fault not listed,9.0,valve alarm on the filler relating to high lubrication pressure. Crafts have resolved this and was related to the new lubrication gague fitted earlier in the week.,17,Breakdown,True,False,False,False,False,2024,2,11,21,6,True,valve alarm filler relating high lubrication pressure crafts resolved related new lubrication gague fitted earlier week,valve alarm filler relating high lubrication pressure crafts resolved related new lubrication vague fitted earlier week,{},valve alarm filler relate high lubrication pressure craft resolve relate new lubrication vague fit early week
3373,Machine Stop,Filler,Filling heads,Fault not listed,46.0,Head 32 spraying beer - broken seal,17,Breakdown,False,False,False,True,False,2024,2,12,20,0,False,head spraying beer broken seal,head spraying beer broken seal,{},head spray beer break seal
3374,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,10.0,can crash - includes cleaning time,17,Short Stop,False,False,False,True,False,2024,2,13,3,1,False,crash includes cleaning time,crash includes cleaning time,{},crash include clean time
3375,Machine Stop,Filler,PILZ system,Full safety circuit tripped,6.0,Flushing system active error message,17,Breakdown,False,False,False,True,False,2024,2,13,5,1,False,flushing system active error message,flushing system active error message,{},flush system active error message
3376,Machine Stop,Filler,Bubble breaker,Fault not listed,26.0,high TPOs crafts looking at issues,17,Breakdown,False,False,False,True,False,2024,2,13,7,1,False,high tpos crafts looking issues,high tops crafts looking issues,{},high top craft look issue
3377,Machine Stop,Filler,Bowl pressure,Pressure Control,4.0,Bowl pressure dropped,17,Short Stop,False,True,False,False,False,2024,2,13,13,1,False,bowl pressure dropped,bowl pressure dropped,{},bowl pressure drop
3378,Machine Stop,Filler,PILZ system,Full safety circuit tripped,165.0,"Sudden drop in pressures, bowl dropped automatically and filler spinning at max speed even when in basic position and can stop on. Speed not displaying on HMI",17,Breakdown,False,False,False,True,False,2024,2,14,4,2,False,sudden drop pressures bowl dropped automatically filler spinning max speed even basic position stop speed displaying hmi,sudden drop pressures bowl dropped automatically filler spinning max speed even basic position stop speed displaying him,{},sudden drop pressure bowl drop automatically filler spin max speed basic position stop speed display
3379,Machine Stop,Filler,Control panel,Fault not listed,300.0,encoder and timing gear fell off was a big job for the crafts to fix. Had to go under the filler to fit back on.,17,Breakdown,False,False,False,False,True,2024,2,14,7,2,False,encoder timing gear fell big job crafts fix go filler fit back,encoder timing gear fell big job crafts fix go filler fit back,{},encoder timing gear fall big job craft fix filler fit
3380,Machine Stop,Filler,Bowl pressure,Pressure Control,11.0,Bowl pressure dropped.,17,Short Stop,False,False,False,False,True,2024,2,14,12,2,False,bowl pressure dropped,bowl pressure dropped,{},bowl pressure drop
